round_epochs,loss,val_loss,acc,val_acc,hidden_layers,batch_size,activation,lr,epochs,dropout,optimizer,first_neuron,kernel_initializer,last_activation
6,0.6844598771451593,0.6838641749552086,0.5714835164573167,0.5690202236286337,0,128,<function softmax at 0x7f2babd44950>,0.01,2000,0.5,<class 'keras.optimizers.Adam'>,512,random_normal,<function softmax at 0x7f2babd44950>
22,0.501059738279699,0.4608836095801745,0.7392857142857143,0.7601038428159987,1,64,<function tanh at 0x7f2babd44c80>,0.01,2000,0.4,<class 'keras.optimizers.Adam'>,1024,random_normal,<function softmax at 0x7f2babd44950>
14,1.2039992434637887,0.5062318358611291,0.6663598900836902,0.7415467452469562,2,256,<function relu at 0x7f2babd44bf8>,0.01,2000,0.5,<class 'keras.optimizers.Adam'>,2048,random_normal,<function softmax at 0x7f2babd44950>
6,0.6883077722329359,0.6879206668057926,0.5793818681318681,0.5807826673119906,0,256,<function softmax at 0x7f2babd44950>,0.01,2000,0.4,<class 'keras.optimizers.Adam'>,512,random_normal,<function softmax at 0x7f2babd44950>
30,0.48883479297816096,0.4711370843111531,0.7437637362899361,0.7543347970667048,3,256,<function relu at 0x7f2babd44bf8>,0.01,2000,0.4,<class 'keras.optimizers.Adam'>,512,random_normal,<function softmax at 0x7f2babd44950>
6,0.685853732916025,0.6856163852314381,0.5686813186813187,0.5681869171003184,3,64,<function softmax at 0x7f2babd44950>,0.01,2000,0.3,<class 'keras.optimizers.Adam'>,1024,random_normal,<function softmax at 0x7f2babd44950>
48,0.4485953752680139,0.4593865521569034,0.7742445054945055,0.7649754815015888,0,128,<function relu at 0x7f2babd44bf8>,0.01,2000,0.3,<class 'keras.optimizers.Adam'>,2048,random_normal,<function softmax at 0x7f2babd44950>
34,0.5570990068833906,0.476203052557293,0.7392032967294966,0.7601038426746333,0,256,<function relu at 0x7f2babd44bf8>,0.01,2000,0.5,<class 'keras.optimizers.Adam'>,2048,random_normal,<function softmax at 0x7f2babd44950>
6,0.6858875514910772,0.6856573252837469,0.5686950549450549,0.5681869171003184,1,64,<function softmax at 0x7f2babd44950>,0.01,2000,0.4,<class 'keras.optimizers.Adam'>,1024,random_normal,<function softmax at 0x7f2babd44950>
6,0.6895146640578469,0.6892962497509633,0.5686813187075185,0.5681869172674735,3,256,<function softmax at 0x7f2babd44950>,0.01,2000,0.5,<class 'keras.optimizers.Adam'>,512,random_normal,<function softmax at 0x7f2babd44950>
6,0.6843349003267812,0.6837267221149308,0.5721840659471659,0.5686676708258389,0,128,<function softmax at 0x7f2babd44950>,0.01,2000,0.4,<class 'keras.optimizers.Adam'>,512,random_normal,<function softmax at 0x7f2babd44950>
25,0.5052503640835102,0.4628943431054945,0.7358928571428571,0.7598474407776026,1,64,<function tanh at 0x7f2babd44c80>,0.01,2000,0.5,<class 'keras.optimizers.Adam'>,1024,random_normal,<function softmax at 0x7f2babd44950>
6,0.6878610935053983,0.6875796532012733,0.5686813187075185,0.568186917003846,3,128,<function softmax at 0x7f2babd44950>,0.01,2000,0.3,<class 'keras.optimizers.Adam'>,2048,random_normal,<function softmax at 0x7f2babd44950>
42,0.4848398767067836,0.4880350961130722,0.7442719780481779,0.7553604050693724,3,128,<function relu at 0x7f2babd44bf8>,0.01,2000,0.5,<class 'keras.optimizers.Adam'>,1024,random_normal,<function softmax at 0x7f2babd44950>
47,0.4410253429412842,0.4639135342309698,0.7699313186813187,0.7612897022779674,3,64,<function relu at 0x7f2babd44bf8>,0.01,2000,0.3,<class 'keras.optimizers.Adam'>,2048,random_normal,<function softmax at 0x7f2babd44950>
37,0.4701960347379957,0.455916752297849,0.7519093406855405,0.760071792526813,1,128,<function tanh at 0x7f2babd44c80>,0.01,2000,0.4,<class 'keras.optimizers.Adam'>,512,random_normal,<function softmax at 0x7f2babd44950>
47,0.4717723915341136,0.4691401398230438,0.7582692307954306,0.7585013302918914,1,256,<function relu at 0x7f2babd44bf8>,0.01,2000,0.4,<class 'keras.optimizers.Adam'>,2048,random_normal,<function softmax at 0x7f2babd44950>
33,0.4978913285182073,0.4917772562262118,0.7401236263998262,0.7582449279994193,3,128,<function tanh at 0x7f2babd44c80>,0.01,2000,0.3,<class 'keras.optimizers.Adam'>,1024,random_normal,<function softmax at 0x7f2babd44950>
22,0.5843359886420952,0.5184431622408203,0.7249862637100639,0.757796224426495,2,128,<function tanh at 0x7f2babd44c80>,0.01,2000,0.3,<class 'keras.optimizers.Adam'>,2048,random_normal,<function softmax at 0x7f2babd44950>
29,0.6939612506248138,0.7136092170213783,0.7018406593406593,0.7554565558299503,3,256,<function tanh at 0x7f2babd44c80>,0.01,2000,0.4,<class 'keras.optimizers.Adam'>,2048,random_normal,<function softmax at 0x7f2babd44950>
6,0.6897568713177692,0.6895381493016866,0.5686813187075185,0.5681869172674735,3,256,<function softmax at 0x7f2babd44950>,0.01,2000,0.3,<class 'keras.optimizers.Adam'>,2048,random_normal,<function softmax at 0x7f2babd44950>
58,0.44162888904194253,0.4545613380000895,0.777032967032967,0.7642383256870479,0,64,<function relu at 0x7f2babd44bf8>,0.01,2000,0.5,<class 'keras.optimizers.Adam'>,2048,random_normal,<function softmax at 0x7f2babd44950>
31,0.48767994063241143,0.4600612463803938,0.7514697802197802,0.760360244816188,0,128,<function relu at 0x7f2babd44bf8>,0.01,2000,0.5,<class 'keras.optimizers.Adam'>,1024,random_normal,<function softmax at 0x7f2babd44950>
28,0.5530624437463153,0.4696898273269984,0.7232967032967033,0.7595910388633786,1,256,<function tanh at 0x7f2babd44c80>,0.01,2000,0.5,<class 'keras.optimizers.Adam'>,1024,random_normal,<function softmax at 0x7f2babd44950>
24,0.6011551270642124,0.7070234596284168,0.7156043956043956,0.7580526265413049,3,64,<function tanh at 0x7f2babd44c80>,0.01,2000,0.4,<class 'keras.optimizers.Adam'>,2048,random_normal,<function softmax at 0x7f2babd44950>
32,0.4977984053223998,0.46575594860553543,0.7541208791470789,0.7625717123916244,0,128,<function relu at 0x7f2babd44bf8>,0.01,2000,0.4,<class 'keras.optimizers.Adam'>,2048,random_normal,<function softmax at 0x7f2babd44950>
33,0.46523664074939686,0.4607232345559995,0.7574862637100639,0.7588538828387,1,128,<function relu at 0x7f2babd44bf8>,0.01,2000,0.4,<class 'keras.optimizers.Adam'>,1024,random_normal,<function softmax at 0x7f2babd44950>
33,0.4484360617333716,0.45886941841904055,0.7705906593406593,0.7599115412528153,1,128,<function relu at 0x7f2babd44bf8>,0.01,2000,0.3,<class 'keras.optimizers.Adam'>,2048,random_normal,<function softmax at 0x7f2babd44950>
28,0.52936165196555,0.467533497543909,0.7285027472265474,0.7577962244360467,1,128,<function tanh at 0x7f2babd44c80>,0.01,2000,0.5,<class 'keras.optimizers.Adam'>,1024,random_normal,<function softmax at 0x7f2babd44950>
38,0.4426996813239632,0.4557755119082049,0.7697802197802198,0.7605525464156679,2,64,<function relu at 0x7f2babd44bf8>,0.01,2000,0.3,<class 'keras.optimizers.Adam'>,1024,random_normal,<function softmax at 0x7f2babd44950>
26,0.6385719622884478,0.5803727845569318,0.7124999999738002,0.7520912790760002,3,256,<function tanh at 0x7f2babd44c80>,0.01,2000,0.3,<class 'keras.optimizers.Adam'>,2048,random_normal,<function softmax at 0x7f2babd44950>
6,0.6803084013226268,0.6793323765446416,0.5687225274725275,0.5682189673551179,0,64,<function softmax at 0x7f2babd44950>,0.01,2000,0.5,<class 'keras.optimizers.Adam'>,1024,random_normal,<function softmax at 0x7f2babd44950>
6,0.6879661421985417,0.6876830990882009,0.5686813187075185,0.568186917003846,3,128,<function softmax at 0x7f2babd44950>,0.01,2000,0.4,<class 'keras.optimizers.Adam'>,2048,random_normal,<function softmax at 0x7f2babd44950>
27,0.4963265359008705,0.45794940318137745,0.743269230743031,0.7594628379263254,0,256,<function tanh at 0x7f2babd44c80>,0.01,2000,0.4,<class 'keras.optimizers.Adam'>,1024,random_normal,<function softmax at 0x7f2babd44950>
43,0.47076559146681984,0.4563402893793422,0.7513324176086175,0.7598153904731341,0,256,<function tanh at 0x7f2babd44c80>,0.01,2000,0.5,<class 'keras.optimizers.Adam'>,512,random_normal,<function softmax at 0x7f2babd44950>
53,0.45447647980281286,0.4573446813101478,0.7657280220042219,0.7620268580543014,0,256,<function relu at 0x7f2babd44bf8>,0.01,2000,0.3,<class 'keras.optimizers.Adam'>,1024,random_normal,<function softmax at 0x7f2babd44950>
39,0.46892870096059946,0.46317325816743327,0.7566620879120879,0.7576680236671036,2,256,<function relu at 0x7f2babd44bf8>,0.01,2000,0.3,<class 'keras.optimizers.Adam'>,1024,random_normal,<function softmax at 0x7f2babd44950>
6,0.6899902441999415,0.6897661403976821,0.5686813187075185,0.5681869172674735,1,256,<function softmax at 0x7f2babd44950>,0.01,2000,0.5,<class 'keras.optimizers.Adam'>,1024,random_normal,<function softmax at 0x7f2babd44950>
8,1.1288293911074545,0.5038535274327143,0.664271978021978,0.7420274991415421,3,64,<function relu at 0x7f2babd44bf8>,0.01,2000,0.4,<class 'keras.optimizers.Adam'>,2048,random_normal,<function softmax at 0x7f2babd44950>
54,0.43586061596870423,0.4546947107772094,0.7798626373626374,0.765295984093522,0,64,<function relu at 0x7f2babd44bf8>,0.01,2000,0.4,<class 'keras.optimizers.Adam'>,2048,random_normal,<function softmax at 0x7f2babd44950>
37,0.47032825082213015,0.4716597228716025,0.7529807692307692,0.7601679433580737,2,64,<function tanh at 0x7f2babd44c80>,0.01,2000,0.5,<class 'keras.optimizers.Adam'>,512,random_normal,<function softmax at 0x7f2babd44950>
6,0.6879936064206637,0.687703611772338,0.5686813186813187,0.568186917003846,1,128,<function softmax at 0x7f2babd44950>,0.01,2000,0.4,<class 'keras.optimizers.Adam'>,2048,random_normal,<function softmax at 0x7f2babd44950>
6,0.6896806163578243,0.6894596093801546,0.5686813187075185,0.5681869172674735,1,256,<function softmax at 0x7f2babd44950>,0.01,2000,0.4,<class 'keras.optimizers.Adam'>,1024,random_normal,<function softmax at 0x7f2babd44950>
27,0.5183807694518959,0.47665636530041233,0.7316758241496243,0.7546552995325553,2,256,<function relu at 0x7f2babd44bf8>,0.01,2000,0.4,<class 'keras.optimizers.Adam'>,1024,random_normal,<function softmax at 0x7f2babd44950>
6,0.6861127592181111,0.6858637800339242,0.5686813186813187,0.5681869171003184,3,64,<function softmax at 0x7f2babd44950>,0.01,2000,0.5,<class 'keras.optimizers.Adam'>,1024,random_normal,<function softmax at 0x7f2babd44950>
36,0.46504151121600645,0.4539445035771137,0.7541895604395604,0.7615461043163636,0,64,<function tanh at 0x7f2babd44c80>,0.01,2000,0.5,<class 'keras.optimizers.Adam'>,1024,random_normal,<function softmax at 0x7f2babd44950>
26,0.471131010893937,0.4545913198728492,0.7534752747252748,0.7612897022435812,1,64,<function tanh at 0x7f2babd44c80>,0.01,2000,0.3,<class 'keras.optimizers.Adam'>,1024,random_normal,<function softmax at 0x7f2babd44950>
6,0.6880367339836372,0.687690231046334,0.5701373626373626,0.5688279221896227,0,256,<function softmax at 0x7f2babd44950>,0.01,2000,0.4,<class 'keras.optimizers.Adam'>,2048,random_normal,<function softmax at 0x7f2babd44950>
23,0.468090155517662,0.4558578680237571,0.7527060439560439,0.7601679433580737,0,64,<function tanh at 0x7f2babd44c80>,0.01,2000,0.5,<class 'keras.optimizers.Adam'>,512,random_normal,<function softmax at 0x7f2babd44950>
25,0.7272363018465566,0.7842895267391881,0.6957829670067672,0.7558411588894549,3,128,<function tanh at 0x7f2babd44c80>,0.01,2000,0.5,<class 'keras.optimizers.Adam'>,2048,random_normal,<function softmax at 0x7f2babd44950>
15,0.7658397453695863,0.5061685570115206,0.7065109889847891,0.7495593090385341,1,256,<function relu at 0x7f2babd44bf8>,0.01,2000,0.5,<class 'keras.optimizers.Adam'>,2048,random_normal,<function softmax at 0x7f2babd44950>
22,0.4693204065862593,0.45899734572605316,0.7559890110152109,0.760296144300858,1,128,<function relu at 0x7f2babd44bf8>,0.01,2000,0.3,<class 'keras.optimizers.Adam'>,1024,random_normal,<function softmax at 0x7f2babd44950>
40,0.4446745393040416,0.45942787185284095,0.7677884615384616,0.7623473606538759,3,64,<function relu at 0x7f2babd44bf8>,0.01,2000,0.3,<class 'keras.optimizers.Adam'>,1024,random_normal,<function softmax at 0x7f2babd44950>
22,0.7745417249071729,0.679358431595357,0.6945741758503756,0.7559693597424532,2,256,<function tanh at 0x7f2babd44c80>,0.01,2000,0.5,<class 'keras.optimizers.Adam'>,2048,random_normal,<function softmax at 0x7f2babd44950>
21,0.48337843439081213,0.4752512162659994,0.747706043956044,0.7530207365377795,1,64,<function relu at 0x7f2babd44bf8>,0.01,2000,0.5,<class 'keras.optimizers.Adam'>,1024,random_normal,<function softmax at 0x7f2babd44950>
28,0.5142122349896274,0.45651052765026945,0.7409065934065934,0.7614820038048542,0,64,<function tanh at 0x7f2babd44c80>,0.01,2000,0.5,<class 'keras.optimizers.Adam'>,2048,random_normal,<function softmax at 0x7f2babd44950>
31,0.45807034856670503,0.45404295509684744,0.7587637362637363,0.7610333002395712,0,64,<function tanh at 0x7f2babd44c80>,0.01,2000,0.3,<class 'keras.optimizers.Adam'>,1024,random_normal,<function softmax at 0x7f2babd44950>
31,0.49945771848762427,0.5160672063074991,0.739629120852921,0.7572513700987238,3,128,<function tanh at 0x7f2babd44c80>,0.01,2000,0.5,<class 'keras.optimizers.Adam'>,512,random_normal,<function softmax at 0x7f2babd44950>
19,0.6297612140728878,0.5242812075751251,0.7156181318681318,0.7565142141466381,2,256,<function tanh at 0x7f2babd44c80>,0.01,2000,0.3,<class 'keras.optimizers.Adam'>,2048,random_normal,<function softmax at 0x7f2babd44950>
12,0.9471165840442364,0.5082081010553998,0.6782280220042218,0.7408095892948705,3,256,<function relu at 0x7f2babd44bf8>,0.01,2000,0.3,<class 'keras.optimizers.Adam'>,2048,random_normal,<function softmax at 0x7f2babd44950>
26,0.49362608842797334,0.45931264178989245,0.7456593406593407,0.7598794909884642,0,128,<function tanh at 0x7f2babd44c80>,0.01,2000,0.3,<class 'keras.optimizers.Adam'>,2048,random_normal,<function softmax at 0x7f2babd44950>
52,0.4531019496917725,0.4544869256147203,0.7676236263998262,0.7627319636675323,0,128,<function relu at 0x7f2babd44bf8>,0.01,2000,0.4,<class 'keras.optimizers.Adam'>,1024,random_normal,<function softmax at 0x7f2babd44950>
19,0.5053220625500102,0.5152710940680372,0.736195054945055,0.756225762017732,3,64,<function tanh at 0x7f2babd44c80>,0.01,2000,0.5,<class 'keras.optimizers.Adam'>,512,random_normal,<function softmax at 0x7f2babd44950>
25,0.46967579402766385,0.45926976453218354,0.7571703296703297,0.7587256818615294,0,64,<function relu at 0x7f2babd44bf8>,0.01,2000,0.5,<class 'keras.optimizers.Adam'>,512,random_normal,<function softmax at 0x7f2babd44950>
26,0.4785303640103602,0.4579774262608941,0.7483379120879121,0.7593987372123195,1,64,<function tanh at 0x7f2babd44c80>,0.01,2000,0.5,<class 'keras.optimizers.Adam'>,512,random_normal,<function softmax at 0x7f2babd44950>
48,0.4525017631970919,0.45776629269606395,0.7639010989010989,0.7580526264725326,1,128,<function relu at 0x7f2babd44bf8>,0.01,2000,0.4,<class 'keras.optimizers.Adam'>,512,random_normal,<function softmax at 0x7f2babd44950>
39,0.46789823144346804,0.4626088390338574,0.7554120878858881,0.7585333802945254,1,128,<function relu at 0x7f2babd44bf8>,0.01,2000,0.5,<class 'keras.optimizers.Adam'>,512,random_normal,<function softmax at 0x7f2babd44950>
25,0.4716389242764358,0.45419957069192063,0.7520604395604396,0.7612256017683683,0,64,<function tanh at 0x7f2babd44c80>,0.01,2000,0.4,<class 'keras.optimizers.Adam'>,1024,random_normal,<function softmax at 0x7f2babd44950>
42,0.4533282473454109,0.45983868090985147,0.7649450549450549,0.7607768981686991,3,64,<function relu at 0x7f2babd44bf8>,0.01,2000,0.4,<class 'keras.optimizers.Adam'>,512,random_normal,<function softmax at 0x7f2babd44950>
36,0.4607878810756809,0.4664396634449856,0.7602472527734526,0.7585974808022141,1,128,<function relu at 0x7f2babd44bf8>,0.01,2000,0.4,<class 'keras.optimizers.Adam'>,2048,random_normal,<function softmax at 0x7f2babd44950>
6,0.6847849687639174,0.6841502085446066,0.5714423076792078,0.5683471682778437,0,128,<function softmax at 0x7f2babd44950>,0.01,2000,0.4,<class 'keras.optimizers.Adam'>,2048,random_normal,<function softmax at 0x7f2babd44950>
47,0.4648584193973751,0.648293199577315,0.7573901099163097,0.7584051792753274,1,128,<function relu at 0x7f2babd44bf8>,0.01,2000,0.5,<class 'keras.optimizers.Adam'>,2048,random_normal,<function softmax at 0x7f2babd44950>
71,0.44886517201151166,0.46466847237423176,0.7662912087912088,0.7612897022760571,3,64,<function relu at 0x7f2babd44bf8>,0.01,2000,0.5,<class 'keras.optimizers.Adam'>,512,random_normal,<function softmax at 0x7f2babd44950>
34,0.4862943276599213,0.4663651299141931,0.7492719780481779,0.7578282749411013,1,256,<function relu at 0x7f2babd44bf8>,0.01,2000,0.4,<class 'keras.optimizers.Adam'>,1024,random_normal,<function softmax at 0x7f2babd44950>
6,0.6896907242575845,0.6894877560111728,0.5686813187075185,0.5681869172674735,1,256,<function softmax at 0x7f2babd44950>,0.01,2000,0.5,<class 'keras.optimizers.Adam'>,512,random_normal,<function softmax at 0x7f2babd44950>
7,0.6758834285788484,0.6747182385305812,0.5689148351648352,0.5682189673551179,0,64,<function softmax at 0x7f2babd44950>,0.01,2000,0.3,<class 'keras.optimizers.Adam'>,2048,random_normal,<function softmax at 0x7f2babd44950>
6,0.6859601163078141,0.6857133713415321,0.5686813186813187,0.5681869171003184,2,64,<function softmax at 0x7f2babd44950>,0.01,2000,0.3,<class 'keras.optimizers.Adam'>,1024,random_normal,<function softmax at 0x7f2babd44950>
43,0.5220557605958247,0.46958766144890995,0.7403571428571428,0.7607768981266716,1,128,<function tanh at 0x7f2babd44c80>,0.01,2000,0.4,<class 'keras.optimizers.Adam'>,2048,random_normal,<function softmax at 0x7f2babd44950>
13,0.9254002286575653,0.5082777214582896,0.6844093406331409,0.7452645747215564,2,256,<function relu at 0x7f2babd44bf8>,0.01,2000,0.4,<class 'keras.optimizers.Adam'>,2048,random_normal,<function softmax at 0x7f2babd44950>
6,0.6878151888113756,0.6874860564656244,0.5800824175824176,0.5711355403613473,0,256,<function softmax at 0x7f2babd44950>,0.01,2000,0.4,<class 'keras.optimizers.Adam'>,1024,random_normal,<function softmax at 0x7f2babd44950>
6,0.6879986356378912,0.6877007297508869,0.5686813187075185,0.568186917003846,3,128,<function softmax at 0x7f2babd44950>,0.01,2000,0.3,<class 'keras.optimizers.Adam'>,1024,random_normal,<function softmax at 0x7f2babd44950>
38,0.5154970968424619,0.488325636211731,0.7321016483778482,0.755136053281955,2,256,<function relu at 0x7f2babd44bf8>,0.01,2000,0.5,<class 'keras.optimizers.Adam'>,1024,random_normal,<function softmax at 0x7f2babd44950>
20,0.565367664216639,0.5109653755163276,0.7291758241758242,0.7576680234531451,2,64,<function tanh at 0x7f2babd44c80>,0.01,2000,0.3,<class 'keras.optimizers.Adam'>,2048,random_normal,<function softmax at 0x7f2babd44950>
21,0.45867470581452924,0.4556982822085584,0.7572527472527473,0.7591102849496894,0,64,<function tanh at 0x7f2babd44c80>,0.01,2000,0.3,<class 'keras.optimizers.Adam'>,512,random_normal,<function softmax at 0x7f2babd44950>
27,0.5385443546221806,0.4735467990813838,0.7359065934065934,0.7591423351739233,1,64,<function tanh at 0x7f2babd44c80>,0.01,2000,0.4,<class 'keras.optimizers.Adam'>,2048,random_normal,<function softmax at 0x7f2babd44950>
6,0.6899271273612976,0.6897062455143349,0.5686813186813187,0.5681869172674735,3,256,<function softmax at 0x7f2babd44950>,0.01,2000,0.4,<class 'keras.optimizers.Adam'>,2048,random_normal,<function softmax at 0x7f2babd44950>
6,0.6801353018100446,0.6790548496810118,0.5688461538461539,0.5694368770374999,0,64,<function softmax at 0x7f2babd44950>,0.01,2000,0.5,<class 'keras.optimizers.Adam'>,512,random_normal,<function softmax at 0x7f2babd44950>
29,0.48519029064492863,0.486779378958648,0.7433791208791208,0.7559693599793358,3,64,<function relu at 0x7f2babd44bf8>,0.01,2000,0.5,<class 'keras.optimizers.Adam'>,1024,random_normal,<function softmax at 0x7f2babd44950>
24,0.5074475333716844,0.4790950277748293,0.7355357142857143,0.759142335172013,2,64,<function tanh at 0x7f2babd44c80>,0.01,2000,0.4,<class 'keras.optimizers.Adam'>,1024,random_normal,<function softmax at 0x7f2babd44950>
16,0.4720146814283434,0.4558517664431196,0.750260989010989,0.7582769783249016,1,64,<function tanh at 0x7f2babd44c80>,0.01,2000,0.3,<class 'keras.optimizers.Adam'>,512,random_normal,<function softmax at 0x7f2babd44950>
27,0.48429957070193447,0.46622422569352295,0.7450549450549451,0.7591423352140405,3,256,<function tanh at 0x7f2babd44c80>,0.01,2000,0.3,<class 'keras.optimizers.Adam'>,512,random_normal,<function softmax at 0x7f2babd44950>
6,0.6878713436703106,0.6875925424798078,0.5686813186813187,0.568186917003846,1,128,<function softmax at 0x7f2babd44950>,0.01,2000,0.4,<class 'keras.optimizers.Adam'>,1024,random_normal,<function softmax at 0x7f2babd44950>
37,0.4982342747410575,0.4736616821742731,0.7420329670067672,0.7570270183877201,1,256,<function relu at 0x7f2babd44bf8>,0.01,2000,0.5,<class 'keras.optimizers.Adam'>,1024,random_normal,<function softmax at 0x7f2babd44950>
19,0.47485297533181997,0.4591992595779113,0.7486401098901099,0.7602320438371072,2,64,<function tanh at 0x7f2babd44c80>,0.01,2000,0.3,<class 'keras.optimizers.Adam'>,512,random_normal,<function softmax at 0x7f2babd44950>
34,0.5073388267087412,0.4857323364467828,0.7336263736263736,0.7511297715046074,3,256,<function relu at 0x7f2babd44bf8>,0.01,2000,0.5,<class 'keras.optimizers.Adam'>,512,random_normal,<function softmax at 0x7f2babd44950>
6,0.6860301864016187,0.6857862301978662,0.5686813186813187,0.5681869171003184,3,64,<function softmax at 0x7f2babd44950>,0.01,2000,0.4,<class 'keras.optimizers.Adam'>,1024,random_normal,<function softmax at 0x7f2babd44950>
24,0.5796291353938344,0.46644271840224233,0.7274725274987273,0.7570270183972718,0,256,<function tanh at 0x7f2babd44c80>,0.01,2000,0.5,<class 'keras.optimizers.Adam'>,2048,random_normal,<function softmax at 0x7f2babd44950>
6,0.6880998695289696,0.6877492027807525,0.5696291208529211,0.5688599726182636,0,256,<function softmax at 0x7f2babd44950>,0.01,2000,0.5,<class 'keras.optimizers.Adam'>,1024,random_normal,<function softmax at 0x7f2babd44950>
6,0.6859005058728732,0.6856581735987681,0.5686813186813187,0.5681869171003184,3,64,<function softmax at 0x7f2babd44950>,0.01,2000,0.3,<class 'keras.optimizers.Adam'>,512,random_normal,<function softmax at 0x7f2babd44950>
6,0.6859645947781238,0.685717298672683,0.5686813186813187,0.5681869171003184,2,64,<function softmax at 0x7f2babd44950>,0.01,2000,0.3,<class 'keras.optimizers.Adam'>,512,random_normal,<function softmax at 0x7f2babd44950>
